pais,year,codigo_iso,poblacion,PIB,variacion_biocombustibles_pct,variacion_biocombustibles_twh,biocombustibles_per_capita,consumo_biocombustibles,electricidad_biocombustibles_per_capita,electricidad_biocombustibles,participacion_biocombustibles_elec,participacion_biocombustibles_energia,intensidad_carbono_electricidad,variacion_carbon_pct,variacion_carbon_twh,carbon_per_capita,consumo_carbon,electricidad_carbon_per_capita,electricidad_carbon,variacion_produccion_carbon_pct,variacion_produccion_carbon_twh,produccion_carbon_per_capita,produccion_carbon,participacion_carbon_elec,participacion_carbon_energia,demanda_electricidad,generacion_electricidad,participacion_electricidad_energia,variacion_consumo_energia_pct,variacion_consumo_energia_twh,energia_per_capita,energia_por_pib,variacion_fosiles_pct,variacion_fosiles_twh,electricidad_fosil_per_capita,electricidad_fosil,energia_fosil_per_capita,consumo_combustibles_fosiles,participacion_fosil_elec,participacion_fosil_energia,variacion_gas_pct,variacion_gas_twh,consumo_gas,electricidad_gas_per_capita,electricidad_gas,energia_gas_per_capita,variacion_produccion_gas_pct,variacion_produccion_gas_twh,produccion_gas_per_capita,produccion_gas,participacion_gas_elec,participacion_gas_energia,emisiones_gases_efecto_invernadero,variacion_hidroelectrica_pct,variacion_hidroelectrica_twh,consumo_hidroelectrica,electricidad_hidroelectrica_per_capita,electricidad_hidroelectrica,energia_hidroelectrica_per_capita,participacion_hidroelectrica_elec,participacion_hidroelectrica_energia,variacion_baja_emision_pct,variacion_baja_emision_twh,consumo_baja_emision,electricidad_baja_emision_per_capita,electricidad_baja_emision,energia_baja_emision_per_capita,participacion_baja_emision_elec,participacion_baja_emision_energia,importaciones_netas_electricidad,participacion_importaciones_demand,variacion_nuclear_pct,variacion_nuclear_twh,consumo_nuclear,electricidad_nuclear_per_capita,electricidad_nuclear,energia_nuclear_per_capita,participacion_nuclear_elec,participacion_nuclear_energia,variacion_petroleo_pct,variacion_petroleo_twh,consumo_petroleo,electricidad_petroleo_per_capita,electricidad_petroleo,energia_petroleo_per_capita,variacion_produccion_petroleo_pct,variacion_produccion_petroleo_twh,produccion_petroleo_per_capita,produccion_petroleo,participacion_petroleo_elec,participacion_petroleo_energia,consumo_otras_renovables,electricidad_otras_renovables,electricidad_otras_renovables_sin_biocombustibles,variacion_otras_renovables_pct,variacion_otras_renovables_twh,electricidad_otras_renovables_per_capita,electricidad_otras_renovables_sin_biocombustible_per_capita,energia_otras_renovables_per_capita,participacion_otras_renovables_elec,participacion_otras_renovables_elec_sin_biocombustibles,participacion_otras_renovables_energia,electricidad_per_capita,consumo_energia_primaria,variacion_renovables_pct,variacion_renovables_twh,consumo_renovables,electricidad_renovables_per_capita,electricidad_renovables,energia_renovables_per_capita,participacion_renovables_elec,participacion_renovables_energia,variacion_solar_pct,variacion_solar_twh,consumo_solar,electricidad_solar_per_capita,electricidad_solar,energia_solar_per_capita,participacion_solar_elec,participacion_solar_energia,variacion_eolica_pct,variacion_eolica_twh,consumo_eolico,electricidad_eolica_per_capita,electricidad_eolica,energia_eolica_per_capita,participacion_eolica_elec,participacion_eolica_energia
Colombia,2006,COL,42772912.0,420283842560.0,857.02,1.39,36.279,1.552,12.391,0.53,0.994,0.402,158.98,184.855,28.768,1036.405,44.33,66.397,2.84,10.426,49.929,12363.055,528.804,5.324,11.485,51.55,53.34,17.433,15.461,51.685,9024.093,0.918,18.833,41.443,243.846,10.43,6113.735,261.502,19.554,67.749,4.938,3.183,67.647,172.539,7.38,1581.534,4.938,3.183,1581.534,67.647,13.836,17.526,8.48,8.508,8.789,121.094,989.177,42.31,2831.101,79.321,31.373,11.885,10.242,124.484,1003.205,42.91,2910.357,80.446,32.251,-1.79,-3.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.778,9.492,149.525,4.91,0.21,3495.797,0.237,0.764,7552.972,323.063,0.394,38.738,1.659,0.53,0.0,3.325,0.053,12.391,0.0,38.788,0.994,0.0,0.43,1247.051,385.987,11.885,10.242,124.484,1003.205,42.91,2910.357,80.446,32.251,-100.0,-0.027,0.0,0.234,0.01,0.0,0.019,0.0,27.287,0.038,0.179,1.403,0.06,4.19,0.112,0.046
Colombia,2007,COL,43306592.0,448731316224.0,7.872,0.122,38.653,1.674,12.238,0.53,0.967,0.427,155.138,-11.951,-5.298,901.293,39.032,78.279,3.39,5.605,29.642,12895.163,558.446,6.187,9.95,53.95,54.79,17.674,1.628,6.284,9058.002,0.874,0.855,2.236,235.53,10.2,6090.014,263.738,18.617,67.234,5.868,3.97,71.616,151.709,6.57,1653.705,7.291,4.932,1675.931,72.579,11.991,18.257,8.5,3.957,4.005,125.1,1016.012,44.0,2888.695,80.307,31.891,3.984,4.049,128.533,1029.635,44.59,2967.987,81.383,32.766,-0.84,-1.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.384,3.564,153.089,5.542,0.24,3535.016,0.699,2.257,7512.019,325.32,0.438,39.026,1.619,0.53,0.0,-2.422,-0.04,12.238,0.0,37.382,0.967,0.0,0.413,1265.165,392.271,3.984,4.049,128.533,1029.635,44.59,2967.987,81.383,32.766,0.0,0.0,0.0,0.231,0.01,0.0,0.018,0.0,-20.785,-0.038,0.141,1.155,0.05,3.258,0.091,0.036
Colombia,2008,COL,43815316.0,464038723584.0,1.459,0.024,38.761,1.698,12.324,0.54,0.973,0.416,137.527,32.307,12.61,1178.631,51.642,66.643,2.92,5.15,28.759,13401.818,587.205,5.263,12.643,54.08,55.48,17.148,4.132,16.209,9322.767,0.88,4.38,11.552,204.038,8.94,6282.95,275.289,16.114,67.394,1.585,1.135,72.751,131.461,5.76,1660.404,20.13,14.61,1989.912,87.189,10.382,17.81,7.63,4.337,4.615,129.715,1048.492,45.94,2960.489,82.805,31.755,4.195,4.657,133.191,1062.186,46.54,3039.818,83.886,32.606,-1.4,-2.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.433,-2.193,150.896,5.934,0.26,3443.914,10.954,35.635,8238.089,360.954,0.469,36.941,1.626,0.54,0.0,0.436,0.007,12.324,0.0,37.109,0.973,0.0,0.398,1266.224,408.48,4.195,4.657,133.191,1062.186,46.54,3039.818,83.886,32.606,0.0,0.0,0.0,0.228,0.01,0.0,0.018,0.0,8.072,0.01,0.152,1.141,0.05,3.458,0.09,0.037
Colombia,2009,COL,44313916.0,471326588928.0,118.089,2.006,83.583,3.704,12.186,0.54,0.952,0.917,211.63,-8.019,-4.141,1071.917,47.501,94.101,4.17,-0.945,-5.55,13125.788,581.655,7.348,11.764,55.69,56.75,17.322,-1.15,-4.698,9111.861,0.857,2.68,7.378,349.777,15.5,6378.752,282.667,27.313,70.005,15.178,11.042,83.793,246.875,10.94,1890.9,15.976,13.93,2281.861,101.118,19.278,20.752,12.01,-11.533,-15.668,114.047,917.093,40.64,2573.616,71.612,28.245,-5.824,-12.076,121.115,930.859,41.25,2733.109,72.687,29.995,-1.06,-1.903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.477,151.373,8.801,0.39,3415.935,13.803,49.821,9269.683,410.776,0.687,37.489,3.203,0.54,0.0,96.974,1.577,12.186,0.0,72.273,0.952,0.0,0.793,1280.636,403.782,-5.824,-12.076,121.115,930.859,41.25,2733.109,72.687,29.995,0.0,0.0,0.0,0.226,0.01,0.0,0.018,0.0,7.029,0.01,0.161,1.354,0.06,3.637,0.106,0.04
Colombia,2010,COL,44816104.0,489870196736.0,41.526,1.538,116.966,5.242,53.998,2.42,4.018,1.235,229.454,17.698,8.407,1247.483,55.907,90.146,4.04,2.119,12.325,13253.715,593.98,6.708,13.167,59.44,60.23,17.167,5.156,20.819,9474.296,0.867,7.242,20.471,396.286,17.76,6764.048,303.138,29.487,71.394,4.366,3.658,87.451,267.091,11.97,1951.338,7.235,7.316,2419.529,108.434,19.874,20.596,13.82,-0.685,-1.477,112.57,892.536,40.0,2511.83,66.412,26.512,2.951,0.348,121.463,947.651,42.47,2710.248,70.513,28.606,-0.79,-1.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.553,8.406,159.78,39.048,1.75,3565.227,17.188,70.603,10741.204,481.379,2.906,37.631,3.543,2.42,0.0,10.635,0.341,53.998,0.0,79.063,4.018,0.0,0.834,1343.937,424.601,2.951,0.348,121.463,947.651,42.47,2710.248,70.513,28.606,0.0,0.0,0.0,0.223,0.01,0.0,0.017,0.0,-33.163,-0.054,0.107,0.893,0.04,2.389,0.066,0.025
Colombia,2011,COL,45308896.0,521323249664.0,29.053,1.523,149.307,6.765,44.141,2.0,3.241,1.524,151.378,-19.033,-10.641,999.063,45.266,49.659,2.25,15.404,91.498,15128.995,685.478,3.647,10.2,60.17,61.7,17.325,4.521,19.196,9794.911,0.851,-1.391,-4.215,248.516,11.26,6597.447,298.923,18.25,67.356,-2.632,-2.302,85.15,168.62,7.64,1879.316,-2.744,-2.975,2327.544,105.458,12.382,19.187,9.34,19.405,21.024,133.595,1068.002,48.39,2948.531,78.428,30.103,20.585,23.411,144.874,1113.247,50.44,3197.464,81.75,32.644,-1.53,-2.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.462,8.727,168.507,30.237,1.37,3719.069,16.466,79.264,12373.786,560.643,2.22,37.969,4.4,2.0,0.0,24.181,0.857,44.141,0.0,97.113,3.241,0.0,0.991,1361.764,443.797,20.585,23.411,144.874,1113.247,50.44,3197.464,81.75,32.644,0.0,0.0,0.0,0.221,0.01,0.0,0.016,0.0,7.006,0.007,0.114,0.883,0.04,2.513,0.065,0.026
Colombia,2012,COL,45782420.0,541722640384.0,7.579,0.513,158.961,7.278,42.593,1.95,3.092,1.542,179.036,20.532,9.294,1191.731,54.56,73.391,3.36,4.75,32.562,15683.749,718.04,5.328,11.561,62.35,63.06,16.348,6.34,28.136,10308.172,0.871,10.171,30.404,304.484,13.94,7193.312,329.327,22.106,69.783,11.168,9.509,94.659,196.364,8.99,2067.583,9.291,9.798,2517.483,115.256,14.256,20.058,11.29,-1.746,-3.129,130.466,1028.998,47.11,2849.696,74.707,27.645,-0.392,-2.268,142.606,1072.901,49.12,3114.861,77.894,30.217,-0.71,-1.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.885,11.601,180.108,34.729,1.59,3933.997,3.435,19.259,12666.472,579.902,2.521,38.164,4.712,1.95,0.0,7.086,0.312,42.593,0.0,102.919,3.092,0.0,0.998,1377.385,471.933,-0.392,-2.268,142.606,1072.901,49.12,3114.861,77.894,30.217,0.0,0.0,0.0,0.218,0.01,0.0,0.016,0.0,32.91,0.037,0.15,1.092,0.05,3.285,0.079,0.032
Colombia,2013,COL,46237928.0,569534644224.0,4.526,0.329,164.519,7.607,22.709,1.05,1.428,1.568,236.022,7.569,4.13,1269.304,58.69,130.629,6.04,-4.249,-30.511,14869.381,687.529,8.217,12.1,72.16,73.51,17.905,2.777,13.107,10490.081,0.852,6.906,22.743,489.425,22.63,7614.319,352.07,30.785,72.586,10.684,10.114,104.773,332.195,15.36,2265.944,14.731,16.978,2859.876,132.235,20.895,21.601,17.35,-6.765,-9.559,120.907,1076.173,49.76,2614.891,67.691,24.927,-5.349,-9.637,132.969,1100.395,50.88,2875.762,69.215,27.414,-1.35,-1.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.719,8.5,188.608,26.602,1.23,4079.071,6.672,38.692,13378.493,618.594,1.673,38.885,4.298,1.05,0.0,-8.782,-0.414,22.709,0.0,92.956,1.428,0.0,0.886,1589.82,485.04,-5.349,-9.637,132.969,1100.395,50.88,2875.762,69.215,27.414,0.0,0.0,0.0,0.216,0.01,0.0,0.014,0.0,5.05,0.007,0.157,1.298,0.06,3.397,0.082,0.032
Colombia,2014,COL,46677944.0,595158040576.0,3.758,0.286,169.091,7.893,28.922,1.35,1.916,1.546,236.73,5.924,3.477,1331.826,62.167,116.972,5.46,3.913,26.9,15305.501,714.429,7.749,12.176,69.66,70.46,16.297,5.267,25.546,10938.481,0.858,6.732,23.703,466.602,21.78,8050.34,375.773,30.911,73.597,8.655,9.068,113.841,305.069,14.24,2438.852,-6.735,-8.906,2642.112,123.328,20.21,22.296,16.68,0.855,0.303,121.21,1012.255,47.25,2596.737,67.059,23.739,1.986,1.843,134.813,1042.891,48.68,2888.142,69.089,26.403,-0.8,-1.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.916,11.158,199.766,44.561,2.08,4279.662,-1.93,-11.94,12996.58,606.654,2.952,39.125,5.519,1.35,0.0,28.408,1.221,28.922,0.0,118.237,1.916,0.0,1.081,1509.492,510.586,1.986,1.843,134.813,1042.891,48.68,2888.142,69.089,26.403,0.0,0.0,0.0,0.214,0.01,0.0,0.014,0.0,21.875,0.033,0.19,1.5,0.07,4.076,0.099,0.037
Colombia,2015,COL,47119728.0,612750917632.0,1.152,0.091,169.436,7.984,29.075,1.37,1.757,1.652,275.362,-7.057,-4.387,1226.237,57.78,149.831,7.06,-3.275,-23.394,14665.512,691.035,9.055,11.953,77.56,77.97,19.183,-5.324,-27.183,10259.04,0.789,-7.101,-26.684,606.54,28.58,7408.554,349.089,36.655,72.215,-1.514,-1.723,112.117,380.944,17.95,2379.413,-5.858,-7.225,2464.003,116.103,23.022,23.193,21.47,-0.134,-0.883,120.327,1017.408,47.94,2553.646,61.485,24.892,0.226,-0.498,134.314,1048.181,49.39,2850.486,63.345,27.785,-0.41,-0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.299,-20.574,179.192,75.764,3.57,3802.904,1.534,9.308,13072.264,615.961,4.579,37.069,5.819,1.37,0.0,5.436,0.3,29.075,0.0,123.495,1.757,0.0,1.204,1654.721,483.403,0.226,-0.498,134.314,1048.181,49.39,2850.486,63.345,27.785,0.0,0.0,0.0,0.212,0.01,0.0,0.013,0.0,-2.638,-0.006,0.184,1.486,0.07,3.908,0.09,0.038
Colombia,2016,COL,47625960.0,625545117696.0,-1.264,-0.101,165.516,7.883,30.656,1.46,1.917,1.447,259.551,9.981,5.767,1334.294,63.547,129.761,6.18,5.493,37.956,15306.596,728.991,8.113,11.668,76.5,76.17,16.457,12.663,61.214,11435.303,0.871,16.011,55.891,549.91,26.19,8503.356,404.981,34.384,74.361,7.642,8.567,120.685,333.852,15.9,2534.012,3.288,3.818,2517.979,119.921,20.874,22.16,19.77,4.713,4.926,125.253,1017.512,48.46,2629.932,63.621,22.998,3.956,5.323,139.637,1049.428,49.98,2931.946,65.616,25.639,0.33,0.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.191,41.557,220.749,86.297,4.11,4635.05,-11.66,-71.82,11425.304,544.141,5.396,40.533,6.365,1.46,0.0,9.375,0.546,30.656,0.0,133.638,1.917,0.0,1.169,1599.338,544.617,3.956,5.323,139.637,1049.428,49.98,2931.946,65.616,25.639,0.0,0.0,0.0,0.21,0.01,0.0,0.013,0.0,-25.579,-0.048,0.136,1.05,0.05,2.86,0.066,0.025
Colombia,2017,COL,48351668.0,634046316544.0,-3.955,-0.312,156.585,7.571,29.368,1.42,1.81,1.377,166.178,-23.792,-15.119,1001.581,48.428,65.148,3.15,0.314,2.286,15124.139,731.277,4.014,8.81,78.54,78.47,17.329,0.934,5.085,11368.834,0.867,-5.381,-21.793,339.182,16.4,7925.006,383.187,20.9,69.708,-1.972,-2.379,118.305,227.707,11.01,2446.768,-1.998,-2.396,2430.625,117.525,14.031,21.522,13.04,22.527,27.313,152.566,1254.145,60.64,3155.335,77.278,27.754,17.954,26.878,166.515,1283.72,62.07,3443.828,79.1,30.292,0.07,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.946,-4.295,216.454,46.327,2.24,4476.657,-3.86,-21.002,10819.473,523.14,2.855,39.377,6.357,1.42,0.0,-0.128,-0.008,29.368,0.0,131.464,1.81,0.0,1.156,1622.902,549.702,17.954,26.878,166.515,1283.72,62.07,3443.828,79.1,30.292,0.0,0.013,0.013,0.207,0.01,0.275,0.013,0.002,-93.964,-0.128,0.008,0.0,0.0,0.169,0.0,0.001
Colombia,2018,COL,49276968.0,650303242240.0,21.629,1.638,186.876,9.209,29.426,1.45,1.854,1.649,187.444,-6.124,-2.966,922.593,45.463,91.726,4.52,-5.091,-37.231,14084.607,694.047,5.779,8.141,78.32,78.21,16.953,1.586,8.717,11332.247,0.859,2.408,9.229,375.632,18.51,7963.477,392.416,23.667,70.273,7.602,8.994,127.299,235.81,11.62,2583.344,5.308,6.239,2511.587,123.763,14.857,22.796,14.66,-1.18,-2.682,149.884,1180.876,58.19,3041.659,74.402,26.841,1.698,-0.512,166.003,1211.519,59.7,3368.769,76.333,29.727,0.11,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.478,3.2,219.654,48.095,2.37,4457.54,1.34,7.008,10758.529,530.148,3.03,39.335,6.764,1.45,0.0,6.405,0.407,29.426,0.0,137.257,1.854,0.0,1.211,1587.151,558.419,1.698,-0.512,166.003,1211.519,59.7,3368.769,76.333,29.727,140.0,0.018,0.032,0.406,0.02,0.644,0.026,0.006,1314.33,0.107,0.115,0.812,0.04,2.332,0.051,0.021
Colombia,2019,COL,50187404.0,671028412416.0,4.451,0.41,191.653,9.619,31.283,1.57,1.993,1.708,240.924,17.991,8.179,1068.833,53.642,161.993,8.13,-1.073,-7.451,13680.647,686.596,10.32,9.525,79.09,78.78,16.901,0.855,4.774,11221.787,0.839,2.382,9.346,479.005,24.04,8005.239,401.762,30.515,71.337,1.106,1.408,128.708,262.217,13.16,2564.542,1.954,2.419,2514.22,126.182,16.705,22.853,18.98,-3.909,-6.389,143.494,1055.643,52.98,2859.172,67.251,25.479,-1.968,-4.573,161.43,1090.712,54.74,3216.548,69.485,28.663,0.31,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,-0.242,219.412,54.795,2.75,4371.863,2.351,12.465,10811.722,542.612,3.491,38.959,7.802,1.57,0.0,15.355,1.039,31.283,0.0,155.46,1.993,0.0,1.385,1569.717,563.192,-1.968,-4.573,161.43,1090.712,54.74,3216.548,69.485,28.663,1000.5,0.316,0.348,2.59,0.13,6.936,0.165,0.062,45.764,0.052,0.167,1.196,0.06,3.326,0.076,0.03
Colombia,2020,COL,50930656.0,622365376512.0,-13.875,-1.335,162.652,8.284,42.214,2.15,2.756,1.616,273.205,-11.487,-6.162,932.245,47.48,183.976,9.37,-36.677,-251.825,8536.529,434.771,12.013,9.263,79.05,78.0,18.442,-8.986,-50.606,10064.389,0.824,-9.428,-37.879,534.256,27.21,7144.673,363.883,34.885,70.99,1.957,2.519,131.227,298.249,15.19,2576.577,-1.293,-1.632,2445.488,124.55,19.474,25.601,21.31,-8.449,-12.607,130.887,951.097,48.44,2569.912,62.103,25.535,-8.325,-12.727,148.703,997.238,50.79,2919.716,65.115,29.01,1.05,1.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.604,-34.236,185.176,52.032,2.65,3635.85,-11.583,-62.852,9419.877,479.761,3.397,36.126,9.004,2.15,0.0,15.405,1.202,42.214,0.0,176.792,2.756,0.0,1.757,1531.494,512.586,-8.325,-12.727,148.703,997.238,50.79,2919.716,65.115,29.01,44.48,0.153,0.501,3.731,0.19,9.839,0.244,0.098,-84.018,-0.14,0.027,0.196,0.01,0.522,0.013,0.005
Colombia,2021,COL,51516560.0,690925207552.0,11.909,0.987,179.952,9.271,43.481,2.24,2.653,1.613,196.28,-33.743,-16.021,610.656,31.459,87.351,4.5,8.677,37.725,9171.731,472.496,5.33,5.474,84.54,84.42,17.991,12.127,62.159,11156.515,0.832,9.004,32.763,409.383,21.09,7699.377,396.645,24.982,69.012,-3.78,-4.96,126.266,267.099,13.76,2450.984,0.895,1.114,2439.302,125.664,16.299,21.969,16.57,21.388,27.412,158.3,1178.262,60.7,3072.793,71.902,27.543,19.613,29.397,178.1,1229.313,63.33,3457.138,75.018,30.988,0.12,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.023,53.744,238.92,54.934,2.83,4637.737,-5.984,-28.708,8755.489,451.053,3.352,41.57,9.526,2.24,0.0,5.798,0.522,43.481,0.0,184.915,2.653,0.0,1.657,1638.696,574.745,19.613,29.397,178.1,1229.313,63.33,3457.138,75.018,30.988,69.292,0.344,0.845,6.406,0.33,16.407,0.391,0.147,497.53,0.132,0.158,1.165,0.06,3.071,0.071,0.028
Colombia,2022,COL,51874028.0,742716997632.0,9.439,0.875,195.58,10.146,42.025,2.18,2.558,1.663,214.881,-9.874,-3.106,546.565,28.353,84.821,4.4,-2.006,-9.478,8925.809,463.018,5.164,4.647,85.64,85.21,17.289,6.146,35.322,11760.556,0.821,6.242,24.76,460.924,23.91,8123.639,421.406,28.06,69.075,-0.329,-0.416,125.85,323.09,16.76,2426.076,-1.068,-1.342,2396.629,124.323,19.669,20.629,18.31,6.349,9.436,167.736,1132.166,58.73,3233.525,68.924,27.495,6.606,10.562,188.662,1181.709,61.3,3636.917,71.94,30.925,0.43,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.838,28.283,267.203,53.013,2.75,5150.997,2.433,10.975,8906.723,462.028,3.227,43.799,9.275,2.18,0.0,-2.642,-0.252,42.025,0.0,178.789,2.558,0.0,1.52,1642.633,610.067,6.606,10.562,188.662,1181.709,61.3,3636.917,71.94,30.925,55.596,0.465,1.31,6.362,0.33,25.26,0.387,0.215,23.83,0.037,0.195,1.157,0.06,3.763,0.07,0.032
Colombia,2023,COL,52085168.0,0.0,20.55,2.085,234.815,12.23,41.855,2.18,2.513,1.952,259.511,52.911,15.001,832.368,43.354,163.386,8.51,-5.882,-27.236,8366.706,435.781,9.811,6.92,87.17,86.74,16.835,2.691,16.418,12028.095,0.0,5.676,23.919,558.124,29.07,8549.937,445.325,33.514,71.083,3.73,4.694,130.544,337.908,17.6,2506.364,-2.985,-3.711,2315.669,120.612,20.291,20.838,22.51,-6.999,-12.306,155.43,1041.371,54.24,2984.148,62.532,24.81,-1.809,-7.501,181.16,1107.225,57.67,3478.158,66.486,28.917,0.43,0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.581,4.224,271.426,56.83,2.96,5211.205,3.046,14.074,9140.83,476.102,3.412,43.325,9.855,2.18,0.0,6.254,0.58,41.855,0.0,189.201,2.513,0.0,1.573,1665.349,626.485,-1.809,-7.501,181.16,1107.225,57.67,3478.158,66.486,28.917,138.731,1.806,3.117,19.967,1.04,59.84,1.199,0.498,171.902,0.334,0.529,4.032,0.21,10.154,0.242,0.084
